city,company,title,state,description
Nashville,CyberCoders,"Senior Software Engineer - Java/J2EE, Web Services / APIs (REST",TN,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Software Engineer  Nashville, TN  Full-Time $80,000 - $110,000  Apply  Apply  Senior Software Engineer  Nashville, TN  Full-Time $80,000 - $110,000  Apply  Job Details  Do you have a passion for software development? Do you have the desire and passion to meet the needs of your customers through Christ-cen...
                    "
Menlo Park,CyberCoders,Security Engineer,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Security Engineer  Menlo Park, CA  Full-Time $80,000 - $160,000  Apply  Apply  Security Engineer  Menlo Park, CA  Full-Time $80,000 - $160,000  Apply  Job Details  If you are a Security Engineer with Python & JavaScript experience, please read on!  Based in Menlo Park, CA we are a very exciting start-up company ...
                    "
San Francisco,CyberCoders,"iOS Developer - Objective-C, iOS Development, Xcode",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  iOS Developer  San Francisco, CA  Full-Time $90,000 - $130,000  Apply  Apply  iOS Developer  San Francisco, CA  Full-Time $90,000 - $130,000  Apply  Job Details  Our company is on a mission to make sending a little something a big movement.  Founded in 2013 in San Francisco, our on-demand feel-good service celeb...
                    "
Boca Raton,Kforce Inc,Email (MRM) Administrator,FL,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Email (MRM) Administrator in Boca Raton, Florida (FL).  Responsibilities:  Responsible for the support and implementation of messaging retention policies on Exchange 2010 and Office 365  Provide level 2 and 3 support for all issues related to the implementation of messaging retention policies and provide user education and outlook troubleshooting as...
                    "
Irvine,Kforce Inc,Digital Communications Writer,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Digital Communications Writer in Irvine, California (CA).  Responsibilities include:  Reviewing digital work within the Adobe CQ5 content management system  Checking that work was performed according to requirements  Validating that specific pieces of content (disclosures, images, etc) were included and that only those required elements are included...
                    "
Irvine,Kforce Inc,Multimedia Specialist with Webinar Focus,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Multimedia Specialist with Webinar Focus in the Irvine, California (CA) area.  Summary:  The Multimedia Specialist primarily supports the production of webinars and conducts special projects related to webinars and video. The candidate also partners closely with senior channel producers, subject matter experts (SME) for webinars and conferences, and...
                    "
Orlando,Kforce Inc,PC Installation Technician,FL,"
                        RESPONSIBILITIES:  Kforce has a client seeking an Installation Technician Analyst in Orlando, Florida (FL).  Job Description:  The Configuration Management Analyst, under general supervision, performs work involving selected activities of desktop computing management including software and hardware testing, installation, configuration, updates, and upgrades and issuing customer quotes. The Configu...
                    "
,,,,
Bloomington,Kforce Inc,Infrastructure Project Manager,MN,"
                        RESPONSIBILITIES:  Kforce has a client in Bloomington, Minnesota (MN) that is seeking a high-energy, motivated Infrastructure Project Manager who combines exemplary communication skills and stakeholder management with business acumen and proactive leadership.  Summary:  The Project Manager will be responsible for managing the successful and timely delivery of multiple small, medium and large techn...
                    "
Columbus,Kforce Inc,.NET Web Application Developer,OH,"
                        RESPONSIBILITIES:  Kforce has a client seeking a .NET Web Application Developer in the Columbus, Ohio (OH) area.  Duties Include:  The ability to communicate effectively while working closely with other groups both within and outside of UWAT to coordinate design, development, and testing efforts of assigned application components to ensure the successful delivery of the project  Will be responsibl...
                    "
Irvine,Kforce Inc,Senior Systems Engineer (Temp to Perm),CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior Systems Engineer for a temporary to permanent position in Irvine, California (CA).  Summary:  The Senior System Engineer will ensure that the company's electronic files and information are always protected through the design and implementation of a solid infrastructure foundation, security and recovery solutions in the computer systems identi...
                    "
